ip_address,correlated_partners_count,mean_correlation_score,max_correlation_score,is_correlated_attacker
103.53.16.73,107,0.7474,0.8599,1
103.53.195.88,198,0.7129,0.8599,1
103.53.234.86,158,0.7075,0.8608,1
103.53.73.197,202,0.7229,0.9106,1
103.54.122.36,224,0.7241,0.8853,1
103.54.157.178,232,0.7136,0.8843,1
103.54.170.172,234,0.7217,0.8749,1
103.54.233.152,127,0.7355,0.9629,1
103.54.29.96,224,0.7305,0.9037,1
103.54.67.201,245,0.727,0.9284,1
103.55.238.245,194,0.7223,0.8926,1
103.55.41.172,225,0.7252,0.9383,1
103.55.41.202,210,0.7162,0.8506,1
103.56.117.131,148,0.7375,0.8916,1
103.56.141.103,241,0.7195,0.8947,1
103.56.205.136,207,0.7224,0.9753,1
103.56.227.157,164,0.7363,0.9761,1
103.56.31.231,207,0.7339,0.8648,1
103.56.81.141,231,0.7195,0.9426,1
103.57.203.224,172,0.732,0.8339,1
103.57.230.29,111,0.7455,0.9268,1
103.57.7.196,129,0.7513,0.8592,1
103.58.143.99,157,0.7403,0.942,1
103.58.28.34,127,0.7582,0.8616,1
103.58.75.113,163,0.7361,0.9137,1
103.58.83.89,147,0.7387,0.9072,1
103.59.1.31,104,0.7428,0.9798,1
103.59.29.204,152,0.7357,0.9211,1
103.59.85.214,109,0.7573,0.9233,1
103.60.125.102,246,0.727,0.9243,1
103.60.129.248,183,0.7242,0.9381,1
103.61.176.96,165,0.7321,0.8998,1
103.61.177.73,186,0.7151,0.8687,1
103.61.203.179,208,0.7213,0.8856,1
103.61.234.24,208,0.7119,0.8507,1
103.62.140.134,205,0.7139,0.9627,1
103.62.36.252,245,0.7272,0.8638,1
103.62.37.164,221,0.7237,0.8714,1
103.63.112.65,203,0.7348,0.9509,1
103.63.13.48,200,0.7269,0.882,1
103.63.148.176,200,0.7281,0.9106,1
103.63.157.15,274,0.7266,0.9845,1
103.63.71.14,154,0.7318,0.8759,1
103.64.3.164,170,0.7097,0.8638,1
103.65.135.78,226,0.7285,0.9703,1
103.65.158.165,153,0.7399,0.9294,1
103.65.188.20,179,0.732,0.9863,1
103.65.34.92,202,0.722,0.8929,1
103.66.111.75,174,0.7255,0.8803,1
103.66.227.76,133,0.7437,0.9376,1
103.66.229.238,162,0.7317,0.9606,1
103.66.40.13,232,0.7232,0.9532,1
103.66.55.220,204,0.7194,0.8889,1
103.67.1.99,266,0.7206,0.8878,1
103.67.39.88,125,0.7555,0.9642,1
103.67.48.109,171,0.7413,0.8684,1
103.67.9.105,208,0.7252,0.889,1
103.68.200.29,176,0.7256,0.9283,1
103.69.153.60,137,0.7508,0.8738,1
103.69.176.7,108,0.7432,0.9446,1
103.69.182.75,129,0.7613,0.9635,1
103.69.237.19,114,0.753,0.9689,1
103.69.243.58,227,0.7101,0.8254,1
103.69.251.98,194,0.7252,0.9172,1
103.69.66.208,190,0.7308,0.9919,1
103.69.98.175,226,0.7234,0.9262,1
103.70.111.180,130,0.747,0.9741,1
103.70.183.129,168,0.7392,0.9962,1
103.70.185.114,222,0.7274,0.9417,1
103.70.189.106,144,0.7467,0.9042,1
103.70.50.31,226,0.7088,0.8969,1
103.70.56.151,188,0.7314,0.8876,1
103.70.96.116,120,0.7529,0.9137,1
103.71.126.100,155,0.7288,0.8876,1
103.72.121.162,236,0.7185,0.8644,1
103.72.141.41,245,0.7266,0.9342,1
103.72.226.141,124,0.7489,0.9347,1
103.73.110.104,155,0.741,0.898,1
103.73.237.136,163,0.7414,0.9483,1
103.74.4.118,186,0.7378,0.8939,1
103.74.83.178,107,0.7581,0.9462,1
103.75.168.150,149,0.7352,0.8626,1
103.75.203.18,185,0.7363,0.8927,1
103.77.22.103,201,0.7287,0.9608,1
103.77.38.136,120,0.7477,0.9863,1
103.78.106.238,122,0.7592,0.9963,1
103.78.129.175,256,0.7178,0.8349,1
103.78.206.26,255,0.7219,0.9263,1
103.79.134.116,260,0.7195,0.8547,1
103.79.179.243,162,0.7396,0.8775,1
103.79.37.242,114,0.7327,0.8337,1
103.79.52.86,123,0.7354,0.9408,1
103.79.86.70,175,0.7256,0.9821,1
103.80.199.16,241,0.7228,0.9098,1
103.80.37.194,166,0.7254,0.9765,1
103.80.39.200,119,0.7498,0.8535,1
103.81.159.161,165,0.7386,0.9685,1
103.81.216.8,179,0.735,0.8933,1
103.81.65.34,175,0.7395,0.8923,1
103.82.107.178,258,0.7203,0.8696,1
103.82.153.5,181,0.7363,0.9182,1
103.82.222.8,124,0.7482,0.9298,1
103.82.65.50,168,0.728,0.9691,1
103.83.110.156,179,0.7403,0.8424,1
103.83.224.172,232,0.719,0.8755,1
103.83.238.205,130,0.7568,0.9694,1
103.83.4.88,179,0.7312,0.8873,1
103.83.71.137,228,0.7217,0.9988,1
103.85.110.193,139,0.7394,0.8878,1
103.85.120.170,119,0.744,0.912,1
103.85.157.236,202,0.7227,0.8579,1
103.85.62.166,219,0.7206,0.9124,1
103.86.146.204,157,0.7294,0.9185,1
103.86.179.100,231,0.7231,0.8995,1
103.86.24.147,114,0.7636,0.9913,1
103.86.85.236,172,0.7361,0.8909,1
103.87.103.15,103,0.7239,0.9227,1
103.87.114.191,141,0.7364,0.9118,1
103.87.187.201,109,0.7522,0.9246,1
103.87.2.77,227,0.7213,0.908,1
103.87.61.251,233,0.7163,0.8696,1
103.88.116.121,203,0.7287,0.9215,1
103.88.77.130,180,0.7356,0.8782,1
103.88.86.126,109,0.7351,0.949,1
103.89.199.84,128,0.7466,0.9342,1
103.89.233.155,164,0.7383,0.8939,1
103.90.247.136,167,0.7382,0.8995,1
103.90.6.198,118,0.7519,0.8916,1
103.91.183.98,255,0.7214,0.9263,1
103.91.198.113,110,0.7569,0.9304,1
103.91.215.226,230,0.7212,0.8724,1
103.92.156.62,207,0.7233,0.8594,1
103.92.215.247,174,0.7371,0.8854,1
103.92.52.50,218,0.7224,0.8709,1
103.92.91.230,228,0.7227,0.9601,1
103.92.95.230,213,0.7265,0.9717,1
103.93.112.149,245,0.7215,0.8713,1
103.93.129.179,136,0.7539,0.9295,1
103.93.217.96,209,0.7215,0.8867,1
103.93.59.26,223,0.7235,0.8608,1
103.94.115.139,216,0.7249,0.9215,1
103.94.135.106,221,0.7145,0.9425,1
103.94.202.221,252,0.7203,0.8384,1
103.94.205.235,196,0.7331,0.9918,1
103.95.119.201,134,0.7346,0.8468,1
103.95.136.9,229,0.7283,0.9532,1
103.95.158.207,113,0.7565,0.9069,1
103.95.17.31,115,0.7442,0.9394,1
103.95.210.51,151,0.7468,0.9645,1
103.95.62.139,127,0.7419,0.9206,1
103.95.88.102,146,0.7351,0.9826,1
103.95.90.226,231,0.7215,0.9344,1
103.96.174.177,147,0.74,0.9565,1
103.96.237.173,188,0.7356,0.9396,1
103.96.252.97,205,0.7296,0.9741,1
103.97.237.124,139,0.7437,0.9727,1
103.97.54.209,118,0.7376,0.8813,1
103.99.10.38,136,0.7352,0.9271,1
103.99.141.82,132,0.7381,0.9857,1
103.99.155.148,179,0.729,0.9667,1
103.99.158.211,136,0.7445,0.9027,1
103.99.57.186,151,0.7404,0.9083,1
172.16.1.101,2,0.5,0.5,0
172.16.1.104,4,0.4971,0.5,0
172.16.1.109,3,0.4787,0.5,0
172.16.1.11,2,0.5,0.5,0
172.16.1.110,1,0.5,0.5,0
172.16.1.128,0,0.0,0.0,0
172.16.1.133,4,0.4967,0.5,0
172.16.1.135,1,0.5,0.5,0
172.16.1.138,8,0.7537,0.85,1
172.16.1.152,0,0.0,0.0,0
172.16.1.153,0,0.0,0.0,0
172.16.1.155,3,0.496,0.5,0
172.16.1.160,0,0.0,0.0,0
172.16.1.166,2,0.5,0.5,0
172.16.1.175,1,0.5,0.5,0
172.16.1.179,1,0.5,0.5,0
172.16.1.189,3,0.4954,0.5,0
172.16.1.19,1,0.4846,0.4846,0
172.16.1.190,4,0.5,0.5,1
172.16.1.200,0,0.0,0.0,0
172.16.1.208,5,0.4951,0.5,0
172.16.1.212,0,0.0,0.0,0
172.16.1.217,2,0.5,0.5,0
172.16.1.225,1,0.5,0.5,0
172.16.1.230,5,0.4964,0.5,0
172.16.1.236,7,0.711,0.85,1
172.16.1.240,4,0.4972,0.5,0
172.16.1.249,1,0.4903,0.4903,0
172.16.1.29,3,0.5,0.5,1
172.16.1.32,3,0.4939,0.5,0
172.16.1.35,4,0.5,0.5,1
172.16.1.36,0,0.0,0.0,0
172.16.1.4,1,0.4834,0.4834,0
172.16.1.40,2,0.5973,0.7,0
172.16.1.49,6,0.5551,0.85,1
172.16.1.5,1,0.4888,0.4888,0
172.16.1.50,2,0.4907,0.5,0
172.16.1.58,4,0.55,0.7,1
172.16.1.78,4,0.55,0.7,1
172.16.1.79,0,0.0,0.0,0
172.16.1.8,9,0.5625,0.85,1
172.16.1.83,3,0.5,0.5,1
172.16.1.87,5,0.5,0.5,1
172.16.1.88,4,0.5,0.5,1
172.16.1.9,0,0.0,0.0,0
172.16.1.91,1,0.5,0.5,0
172.16.1.95,2,0.5,0.5,0
172.16.1.99,1,0.5,0.5,0
172.16.10.102,8,0.4972,0.5,0
172.16.10.103,3,0.5,0.5,1
172.16.10.108,1,0.4909,0.4909,0
172.16.10.112,1,0.5,0.5,0
172.16.10.113,1,0.5,0.5,0
172.16.10.117,1,0.5,0.5,0
172.16.10.12,1,0.5,0.5,0
172.16.10.131,7,0.5786,0.85,1
172.16.10.144,2,0.7671,0.8341,0
172.16.10.147,10,0.7571,0.85,1
172.16.10.148,2,0.675,0.85,0
172.16.10.15,6,0.5551,0.85,1
172.16.10.153,4,0.4948,0.5,0
172.16.10.161,4,0.4958,0.5,0
172.16.10.165,4,0.4925,0.5,0
172.16.10.168,3,0.6158,0.85,1
172.16.10.172,2,0.4896,0.5,0
172.16.10.173,2,0.6235,0.7,0
172.16.10.175,1,0.486,0.486,0
172.16.10.179,2,0.4896,0.5,0
172.16.10.184,1,0.5,0.5,0
172.16.10.185,3,0.5,0.5,1
172.16.10.188,5,0.7601,0.85,1
172.16.10.190,2,0.5,0.5,0
172.16.10.191,2,0.4925,0.5,0
172.16.10.195,1,0.4888,0.4888,0
172.16.10.197,0,0.0,0.0,0
172.16.10.198,2,0.49,0.5,0
172.16.10.210,2,0.5,0.5,0
172.16.10.214,0,0.0,0.0,0
172.16.10.218,4,0.5,0.5,1
172.16.10.23,5,0.7557,0.85,1
172.16.10.237,1,0.5,0.5,0
172.16.10.239,7,0.4972,0.5,0
172.16.10.24,2,0.4983,0.5,0
172.16.10.252,2,0.4915,0.5,0
172.16.10.29,1,0.85,0.85,0
172.16.10.3,4,0.5458,0.7,1
172.16.10.38,3,0.5,0.5,1
172.16.10.40,1,0.5,0.5,0
172.16.10.47,18,0.7695,0.925,1
172.16.10.55,2,0.4917,0.5,0
172.16.10.57,3,0.5,0.5,1
172.16.10.62,2,0.4927,0.5,0
172.16.10.7,1,0.4862,0.4862,0
172.16.10.72,7,0.4972,0.5,0
172.16.10.73,2,0.775,0.85,0
172.16.10.82,6,0.5551,0.85,1
172.16.10.9,3,0.4943,0.5,0
172.16.10.90,2,0.5,0.5,0
172.16.10.91,1,0.4817,0.4817,0
172.16.10.97,4,0.4962,0.5,0
172.16.10.99,3,0.4944,0.5,0
172.16.11.1,3,0.4912,0.5,0
172.16.11.105,7,0.4871,0.4924,0
172.16.11.111,1,0.4863,0.4863,0
172.16.11.115,0,0.0,0.0,0
172.16.11.120,2,0.5,0.5,0
172.16.11.122,0,0.0,0.0,0
172.16.11.125,0,0.0,0.0,0
172.16.11.128,3,0.496,0.5,0
172.16.11.132,3,0.5,0.5,1
172.16.11.133,3,0.5,0.5,1
172.16.11.136,4,0.5875,0.85,1
172.16.11.137,2,0.6666,0.85,0
172.16.11.14,0,0.0,0.0,0
172.16.11.145,1,0.4752,0.4752,0
172.16.11.148,0,0.0,0.0,0
172.16.11.150,3,0.5,0.5,1
172.16.11.153,8,0.5369,0.85,1
172.16.11.154,3,0.5638,0.7,1
172.16.11.163,4,0.5,0.5,1
172.16.11.174,3,0.4787,0.5,0
172.16.11.181,1,0.4505,0.4505,0
172.16.11.191,1,0.7997,0.7997,0
172.16.11.192,1,0.4906,0.4906,0
172.16.11.196,3,0.495,0.5,0
172.16.11.204,3,0.5,0.5,1
172.16.11.207,3,0.4939,0.5,0
172.16.11.213,2,0.6906,0.7,0
172.16.11.221,1,0.5,0.5,0
172.16.11.223,8,0.5412,0.85,1
172.16.11.226,2,0.4896,0.5,0
172.16.11.228,1,0.5,0.5,0
172.16.11.229,5,0.4979,0.5,0
172.16.11.238,10,0.5733,0.85,1
172.16.11.24,14,0.7741,0.85,1
172.16.11.246,0,0.0,0.0,0
172.16.11.254,6,0.4969,0.5,0
172.16.11.37,6,0.5302,0.7,1
172.16.11.40,0,0.0,0.0,0
172.16.11.51,4,0.4981,0.5,0
172.16.11.54,3,0.4949,0.5,0
172.16.11.55,0,0.0,0.0,0
172.16.11.6,4,0.4977,0.5,0
172.16.11.64,3,0.4943,0.5,0
172.16.11.67,3,0.5,0.5,1
172.16.11.77,0,0.0,0.0,0
172.16.11.88,2,0.5,0.5,0
172.16.11.90,1,0.5,0.5,0
172.16.11.95,3,0.5,0.5,1
172.16.11.96,0,0.0,0.0,0
172.16.11.97,4,0.4954,0.5,0
172.16.11.99,4,0.5,0.5,1
172.16.12.1,1,0.5,0.5,0
172.16.12.100,0,0.0,0.0,0
172.16.12.105,2,0.4909,0.5,0
172.16.12.116,7,0.5,0.5,1
172.16.12.12,1,0.4921,0.4921,0
172.16.12.124,4,0.4976,0.5,0
172.16.12.125,1,0.4803,0.4803,0
172.16.12.126,3,0.5,0.5,1
172.16.12.130,1,0.5,0.5,0
172.16.12.134,3,0.485,0.5,0
172.16.12.138,3,0.5,0.5,1
172.16.12.142,7,0.5767,0.85,1
172.16.12.144,2,0.6693,0.85,0
172.16.12.145,2,0.492,0.5,0
172.16.12.148,6,0.4969,0.5,0
172.16.12.150,12,0.713,0.85,1
172.16.12.157,0,0.0,0.0,0
172.16.12.159,5,0.4964,0.5,0
172.16.12.168,13,0.7794,0.85,1
172.16.12.175,2,0.4922,0.5,0
172.16.12.176,18,0.6445,0.85,1
172.16.12.180,2,0.5,0.5,0
172.16.12.185,3,0.5,0.5,1
172.16.12.188,4,0.4962,0.5,0
172.16.12.193,6,0.5551,0.85,1
172.16.12.196,3,0.4948,0.5,0
172.16.12.199,3,0.4818,0.5,0
172.16.12.20,10,0.7655,0.925,1
172.16.12.200,2,0.5,0.5,0
172.16.12.209,3,0.4875,0.5,0
172.16.12.218,6,0.7215,0.85,1
172.16.12.225,5,0.5,0.5,1
172.16.12.237,2,0.5,0.5,0
172.16.12.238,2,0.7,0.7,0
172.16.12.253,5,0.5,0.5,1
172.16.12.27,3,0.4933,0.5,0
172.16.12.28,2,0.4926,0.5,0
172.16.12.29,1,0.4623,0.4623,0
172.16.12.37,3,0.493,0.5,0
172.16.12.61,2,0.4925,0.5,0
172.16.12.7,7,0.5767,0.85,1
172.16.12.77,3,0.4912,0.5,0
172.16.12.80,1,0.5,0.5,0
172.16.12.91,1,0.8429,0.8429,0
172.16.12.93,1,0.4792,0.4792,0
172.16.12.96,5,0.5,0.5,1
172.16.12.98,0,0.0,0.0,0
172.16.13.10,2,0.4944,0.5,0
172.16.13.107,5,0.4959,0.5,0
172.16.13.112,4,0.4976,0.5,0
172.16.13.115,1,0.5,0.5,0
172.16.13.119,8,0.5412,0.85,1
172.16.13.132,1,0.4806,0.4806,0
172.16.13.137,4,0.4967,0.5,0
172.16.13.138,1,0.4998,0.4998,0
172.16.13.141,3,0.4948,0.5,0
172.16.13.146,1,0.5,0.5,0
172.16.13.147,4,0.5,0.5,1
172.16.13.15,2,0.5,0.5,0
172.16.13.159,3,0.5,0.5,1
172.16.13.160,3,0.4958,0.5,0
172.16.13.166,0,0.0,0.0,0
172.16.13.167,1,0.5,0.5,0
172.16.13.18,4,0.4971,0.5,0
172.16.13.181,2,0.4912,0.5,0
172.16.13.183,0,0.0,0.0,0
172.16.13.191,2,0.5,0.5,0
172.16.13.193,4,0.5,0.5,1
172.16.13.197,0,0.0,0.0,0
172.16.13.199,1,0.4833,0.4833,0
172.16.13.207,7,0.5972,0.85,1
172.16.13.21,8,0.5412,0.85,1
172.16.13.213,1,0.85,0.85,0
172.16.13.221,1,0.5,0.5,0
172.16.13.225,0,0.0,0.0,0
172.16.13.229,3,0.496,0.5,0
172.16.13.234,2,0.493,0.5,0
172.16.13.237,1,0.5,0.5,0
172.16.13.239,1,0.4826,0.4826,0
172.16.13.245,2,0.5,0.5,0
172.16.13.27,2,0.5,0.5,0
172.16.13.28,0,0.0,0.0,0
172.16.13.3,3,0.5,0.5,1
172.16.13.30,1,0.4775,0.4775,0
172.16.13.33,3,0.6796,0.85,1
172.16.13.37,2,0.675,0.85,0
172.16.13.40,3,0.4946,0.5,0
172.16.13.43,0,0.0,0.0,0
172.16.13.45,5,0.4979,0.5,0
172.16.13.46,3,0.495,0.5,0
172.16.13.49,6,0.4981,0.5,0
172.16.13.55,1,0.5,0.5,0
172.16.13.59,1,0.4843,0.4843,0
172.16.13.62,3,0.5,0.5,1
172.16.13.67,3,0.5,0.5,1
172.16.13.68,4,0.4972,0.5,0
172.16.13.76,4,0.459,0.4625,0
172.16.13.78,5,0.56,0.7,1
172.16.13.79,1,0.5,0.5,0
172.16.13.9,1,0.4878,0.4878,0
172.16.13.95,1,0.5,0.5,0
172.16.13.99,1,0.498,0.498,0
172.16.14.1,4,0.495,0.5,0
172.16.14.104,0,0.0,0.0,0
172.16.14.106,5,0.5,0.5,1
172.16.14.109,10,0.5733,0.85,1
172.16.14.113,2,0.49,0.5,0
172.16.14.115,1,0.5,0.5,0
172.16.14.117,3,0.4942,0.5,0
172.16.14.123,1,0.5,0.5,0
172.16.14.127,0,0.0,0.0,0
172.16.14.128,1,0.85,0.85,0
172.16.14.152,0,0.0,0.0,0
172.16.14.153,1,0.5,0.5,0
172.16.14.154,1,0.4915,0.4915,0
172.16.14.161,2,0.4932,0.5,0
172.16.14.162,2,0.5,0.5,0
172.16.14.163,3,0.5,0.5,1
172.16.14.166,5,0.4973,0.5,0
172.16.14.171,0,0.0,0.0,0
172.16.14.172,1,0.5,0.5,0
172.16.14.174,1,0.4914,0.4914,0
172.16.14.179,0,0.0,0.0,0
172.16.14.186,1,0.5,0.5,0
172.16.14.201,2,0.5,0.5,0
172.16.14.216,1,0.85,0.85,0
172.16.14.219,2,0.5,0.5,0
172.16.14.231,2,0.4918,0.5,0
172.16.14.234,4,0.5875,0.85,1
172.16.14.235,1,0.5,0.5,0
172.16.14.244,4,0.55,0.7,1
172.16.14.246,5,0.4979,0.5,0
172.16.14.251,6,0.6167,0.85,1
172.16.14.253,3,0.4968,0.5,0
172.16.14.35,0,0.0,0.0,0
172.16.14.36,2,0.5,0.5,0
172.16.14.41,7,0.55,0.85,1
172.16.14.42,5,0.4973,0.5,0
172.16.14.48,1,0.4814,0.4814,0
172.16.14.52,4,0.5875,0.85,1
172.16.14.58,6,0.5302,0.7,1
172.16.14.64,3,0.5,0.5,1
172.16.14.65,3,0.4875,0.5,0
172.16.14.66,3,0.4954,0.5,0
172.16.14.68,1,0.5,0.5,0
172.16.14.7,4,0.4948,0.5,0
172.16.14.76,2,0.4956,0.5,0
172.16.14.8,4,0.5841,0.85,1
172.16.14.87,1,0.4829,0.4829,0
172.16.14.93,6,0.4896,0.5,0
172.16.14.95,1,0.4737,0.4737,0
172.16.14.96,4,0.5457,0.7,1
172.16.14.97,6,0.7957,0.85,1
172.16.15.104,0,0.0,0.0,0
172.16.15.109,4,0.5457,0.7,1
172.16.15.112,2,0.6695,0.85,0
172.16.15.113,4,0.8069,0.85,1
172.16.15.114,2,0.4936,0.5,0
172.16.15.119,3,0.5605,0.7,1
172.16.15.121,2,0.4941,0.5,0
172.16.15.123,1,0.4787,0.4787,0
172.16.15.129,4,0.4953,0.5,0
172.16.15.134,10,0.5733,0.85,1
172.16.15.14,8,0.4976,0.5,0
172.16.15.142,5,0.4975,0.5,0
172.16.15.149,2,0.4934,0.5,0
172.16.15.150,5,0.536,0.7,1
172.16.15.159,3,0.4931,0.5,0
172.16.15.160,5,0.5,0.5,1
172.16.15.165,1,0.5,0.5,0
172.16.15.166,0,0.0,0.0,0
172.16.15.175,7,0.4972,0.5,0
172.16.15.177,0,0.0,0.0,0
172.16.15.178,6,0.4896,0.5,0
172.16.15.181,1,0.5,0.5,0
172.16.15.183,3,0.4788,0.4827,0
172.16.15.184,7,0.4972,0.5,0
172.16.15.186,3,0.5,0.5,1
172.16.15.187,0,0.0,0.0,0
172.16.15.189,4,0.5,0.5,1
172.16.15.195,2,0.5,0.5,0
172.16.15.200,2,0.5,0.5,0
172.16.15.201,7,0.55,0.85,1
172.16.15.213,3,0.5,0.5,1
172.16.15.216,2,0.4939,0.5,0
172.16.15.22,1,0.4944,0.4944,0
172.16.15.233,1,0.5,0.5,0
172.16.15.240,3,0.4959,0.5,0
172.16.15.242,1,0.4877,0.4877,0
172.16.15.245,1,0.7,0.7,0
172.16.15.250,3,0.6122,0.85,1
172.16.15.34,6,0.4968,0.5,0
172.16.15.36,1,0.4845,0.4845,0
172.16.15.41,2,0.4908,0.5,0
172.16.15.42,1,0.4831,0.4831,0
172.16.15.45,8,0.5369,0.85,1
172.16.15.60,4,0.5457,0.7,1
172.16.15.71,2,0.4975,0.5,0
172.16.15.72,4,0.5,0.5,1
172.16.15.77,1,0.4893,0.4893,0
172.16.15.81,1,0.4773,0.4773,0
172.16.15.88,4,0.4971,0.5,0
172.16.15.89,2,0.4879,0.5,0
172.16.16.101,1,0.8342,0.8342,0
172.16.16.102,2,0.5,0.5,0
172.16.16.111,2,0.7,0.7,0
172.16.16.114,4,0.5,0.5,1
172.16.16.115,3,0.4956,0.5,0
172.16.16.117,0,0.0,0.0,0
172.16.16.118,0,0.0,0.0,0
172.16.16.119,3,0.5,0.5,1
172.16.16.128,3,0.4958,0.5,0
172.16.16.136,2,0.4944,0.5,0
172.16.16.138,6,0.5551,0.85,1
172.16.16.14,0,0.0,0.0,0
172.16.16.143,1,0.5,0.5,0
172.16.16.150,2,0.4935,0.5,0
172.16.16.155,0,0.0,0.0,0
172.16.16.157,1,0.4803,0.4803,0
172.16.16.166,0,0.0,0.0,0
172.16.16.167,2,0.5,0.5,0
172.16.16.168,6,0.4896,0.5,0
172.16.16.169,10,0.767,0.85,1
172.16.16.171,1,0.5,0.5,0
172.16.16.172,0,0.0,0.0,0
172.16.16.176,4,0.6955,0.8319,1
172.16.16.198,5,0.5,0.5,1
172.16.16.211,1,0.5,0.5,0
172.16.16.222,3,0.4943,0.5,0
172.16.16.231,0,0.0,0.0,0
172.16.16.233,4,0.5,0.5,1
172.16.16.30,2,0.5,0.5,0
172.16.16.36,1,0.4833,0.4833,0
172.16.16.37,18,0.7779,0.85,1
172.16.16.38,0,0.0,0.0,0
172.16.16.42,4,0.547,0.7,1
172.16.16.43,7,0.5,0.5,1
172.16.16.54,3,0.5,0.5,1
172.16.16.55,0,0.0,0.0,0
172.16.16.60,6,0.5583,0.85,1
172.16.16.65,3,0.7466,0.8399,1
172.16.16.68,8,0.5235,0.7,1
172.16.16.71,2,0.5,0.5,0
172.16.16.72,0,0.0,0.0,0
172.16.16.75,6,0.6134,0.85,1
172.16.16.76,2,0.4917,0.5,0
172.16.16.81,1,0.4834,0.4834,0
172.16.16.82,0,0.0,0.0,0
172.16.16.83,4,0.5,0.5,1
172.16.16.85,0,0.0,0.0,0
172.16.16.9,2,0.4956,0.5,0
172.16.16.94,1,0.4822,0.4822,0
172.16.16.96,0,0.0,0.0,0
172.16.17.10,8,0.5412,0.85,1
172.16.17.108,1,0.4864,0.4864,0
172.16.17.11,0,0.0,0.0,0
172.16.17.110,2,0.4908,0.5,0
172.16.17.118,1,0.4908,0.4908,0
172.16.17.122,1,0.5,0.5,0
172.16.17.128,6,0.4896,0.5,0
172.16.17.13,3,0.6771,0.85,1
172.16.17.132,1,0.5,0.5,0
172.16.17.135,2,0.4923,0.5,0
172.16.17.137,2,0.4923,0.5,0
172.16.17.14,0,0.0,0.0,0
172.16.17.141,3,0.4951,0.5,0
172.16.17.156,1,0.4856,0.4856,0
172.16.17.169,2,0.4936,0.5,0
172.16.17.170,0,0.0,0.0,0
172.16.17.171,7,0.5286,0.7,1
172.16.17.177,1,0.5,0.5,0
172.16.17.178,4,0.4977,0.5,0
172.16.17.186,3,0.5,0.5,1
172.16.17.188,1,0.4893,0.4893,0
172.16.17.20,3,0.5,0.5,1
172.16.17.203,0,0.0,0.0,0
172.16.17.206,5,0.4975,0.5,0
172.16.17.207,3,0.4943,0.5,0
172.16.17.21,1,0.478,0.478,0
172.16.17.216,1,0.4921,0.4921,0
172.16.17.219,2,0.4721,0.4894,0
172.16.17.220,2,0.4999,0.5,0
172.16.17.221,3,0.5667,0.7,1
172.16.17.228,0,0.0,0.0,0
172.16.17.24,1,0.5,0.5,0
172.16.17.249,2,0.8455,0.85,0
172.16.17.251,4,0.55,0.7,1
172.16.17.252,2,0.4948,0.5,0
172.16.17.29,1,0.5,0.5,0
172.16.17.3,3,0.6167,0.85,1
172.16.17.33,3,0.5,0.5,1
172.16.17.35,3,0.5,0.5,1
172.16.17.36,2,0.4944,0.5,0
172.16.17.4,0,0.0,0.0,0
172.16.17.49,3,0.4896,0.5,0
172.16.17.57,7,0.5,0.5,1
172.16.17.58,5,0.7837,0.85,1
172.16.17.6,1,0.5,0.5,0
172.16.17.64,3,0.5,0.5,1
172.16.17.68,2,0.492,0.5,0
172.16.17.69,0,0.0,0.0,0
172.16.17.72,0,0.0,0.0,0
172.16.17.73,1,0.4701,0.4701,0
172.16.17.8,2,0.4922,0.5,0
172.16.17.84,4,0.5,0.5,1
172.16.17.96,2,0.4879,0.5,0
172.16.18.10,1,0.4746,0.4746,0
172.16.18.104,2,0.7653,0.8307,0
172.16.18.105,1,0.4821,0.4821,0
172.16.18.113,1,0.7,0.7,0
172.16.18.126,2,0.4934,0.5,0
172.16.18.130,1,0.4808,0.4808,0
172.16.18.135,3,0.495,0.5,0
172.16.18.150,1,0.5,0.5,0
172.16.18.16,2,0.5,0.5,0
172.16.18.163,5,0.4959,0.5,0
172.16.18.168,0,0.0,0.0,0
172.16.18.18,3,0.5667,0.7,1
172.16.18.183,0,0.0,0.0,0
172.16.18.187,1,0.4869,0.4869,0
172.16.18.192,2,0.4933,0.5,0
172.16.18.194,1,0.5,0.5,0
172.16.18.197,3,0.4948,0.5,0
172.16.18.198,4,0.5,0.5,1
172.16.18.2,3,0.4959,0.5,0
172.16.18.211,1,0.5,0.5,0
172.16.18.23,5,0.7557,0.85,1
172.16.18.233,5,0.5,0.5,1
172.16.18.234,4,0.5465,0.7,1
172.16.18.252,5,0.4959,0.5,0
172.16.18.26,14,0.7591,1.0,1
172.16.18.29,3,0.6122,0.85,1
172.16.18.39,3,0.7713,0.925,1
172.16.18.4,2,0.4944,0.5,0
172.16.18.73,1,0.4812,0.4812,0
172.16.18.76,0,0.0,0.0,0
172.16.18.8,1,0.5,0.5,0
172.16.18.94,1,0.5,0.5,0
172.16.19.105,3,0.6167,0.85,1
172.16.19.106,2,0.4857,0.5,0
172.16.19.109,0,0.0,0.0,0
172.16.19.111,1,0.4799,0.4799,0
172.16.19.115,1,0.4979,0.4979,0
172.16.19.116,1,0.5,0.5,0
172.16.19.120,0,0.0,0.0,0
172.16.19.122,3,0.5,0.5,1
172.16.19.126,2,0.5,0.5,0
172.16.19.127,2,0.4859,0.5,0
172.16.19.135,1,0.5,0.5,0
172.16.19.144,1,0.486,0.486,0
172.16.19.147,1,0.4915,0.4915,0
172.16.19.160,0,0.0,0.0,0
