source,target,relation,weight
103.113.210.183,103.47.15.168,correlated_with,0.8329
103.113.210.183,103.93.129.179,correlated_with,0.832
103.113.210.183,103.154.140.55,correlated_with,0.8166
103.113.217.33,103.248.223.31,correlated_with,0.8901
103.113.217.33,103.142.138.102,correlated_with,0.8495
103.113.217.33,103.120.212.186,correlated_with,0.8488
103.113.217.33,103.146.248.214,correlated_with,0.8422
103.113.217.33,103.124.246.102,correlated_with,0.8421
103.113.217.33,103.207.126.123,correlated_with,0.8299
103.113.98.112,103.192.222.134,correlated_with,0.9497
103.113.98.112,103.196.110.189,correlated_with,0.8697
103.113.98.112,103.65.34.92,correlated_with,0.847
103.113.98.112,103.235.117.24,correlated_with,0.827
103.113.98.112,103.217.189.160,correlated_with,0.8229
103.114.114.21,103.69.153.60,correlated_with,0.8535
103.114.114.21,103.95.17.31,correlated_with,0.8482
103.114.114.21,103.170.137.216,correlated_with,0.8331
103.114.114.21,103.74.4.118,correlated_with,0.8315
103.114.114.21,103.143.28.116,correlated_with,0.8304
103.114.114.21,103.205.231.166,correlated_with,0.83
103.114.114.21,103.131.147.191,correlated_with,0.82
103.114.114.21,103.198.212.98,correlated_with,0.816
103.114.114.21,103.96.174.177,correlated_with,0.8152
103.115.196.163,103.217.116.248,correlated_with,0.9461
103.115.196.163,103.153.211.251,correlated_with,0.8986
103.115.196.163,103.94.135.106,correlated_with,0.8723
103.115.196.163,103.86.179.100,correlated_with,0.8551
103.115.196.163,103.18.7.159,correlated_with,0.8308
103.115.196.163,103.241.81.141,correlated_with,0.8233
103.115.196.163,103.191.246.31,correlated_with,0.8225
103.115.196.163,103.140.157.244,correlated_with,0.8185
103.115.196.163,103.117.51.192,correlated_with,0.8168
103.115.220.134,103.39.167.123,correlated_with,0.8295
103.115.220.134,103.185.205.52,correlated_with,0.8282
103.115.220.134,103.207.161.169,correlated_with,0.8219
103.115.220.134,103.23.228.112,correlated_with,0.8215
103.115.247.106,103.124.51.53,correlated_with,0.9203
103.115.247.106,103.207.50.134,correlated_with,0.8435
103.115.247.106,103.228.9.171,correlated_with,0.8309
103.115.247.106,103.85.62.166,correlated_with,0.8291
103.115.247.106,103.217.137.21,correlated_with,0.8253
103.115.247.106,103.201.28.197,correlated_with,0.8218
103.115.247.106,103.120.233.250,correlated_with,0.8215
103.115.247.106,103.69.251.98,correlated_with,0.8187
103.115.247.106,103.197.173.151,correlated_with,0.8187
103.115.247.106,103.95.136.9,correlated_with,0.8181
103.115.26.135,103.155.124.181,correlated_with,0.9117
103.115.26.135,103.31.227.162,correlated_with,0.8748
103.115.26.135,103.177.171.134,correlated_with,0.8684
103.115.26.135,103.195.84.203,correlated_with,0.8669
103.115.26.135,103.155.202.88,correlated_with,0.8535
103.115.26.135,103.206.183.14,correlated_with,0.8374
103.115.26.135,103.244.89.254,correlated_with,0.8347
103.115.26.135,103.73.110.104,correlated_with,0.8305
103.115.26.135,103.70.56.151,correlated_with,0.8208
103.115.26.135,103.128.43.109,correlated_with,0.816
103.115.26.135,103.197.85.108,correlated_with,0.8146
103.115.57.191,103.46.221.230,correlated_with,0.9403
103.115.57.191,103.134.8.17,correlated_with,0.884
103.115.57.191,103.182.118.180,correlated_with,0.8793
103.115.57.191,103.95.119.201,correlated_with,0.8468
103.115.57.191,103.97.54.209,correlated_with,0.8423
103.115.57.191,103.206.120.121,correlated_with,0.8384
103.115.57.191,103.228.76.16,correlated_with,0.8253
103.115.57.191,103.37.176.209,correlated_with,0.8222
103.115.57.191,103.121.104.217,correlated_with,0.8145
103.115.62.159,103.220.26.116,correlated_with,0.8989
103.115.62.159,103.63.148.176,correlated_with,0.8739
103.115.62.159,103.148.197.111,correlated_with,0.8672
103.115.62.159,103.49.25.10,correlated_with,0.8436
103.115.62.159,103.150.83.197,correlated_with,0.8416
103.115.62.159,103.142.21.134,correlated_with,0.8381
103.115.62.159,103.158.11.35,correlated_with,0.8305
103.115.62.159,103.47.170.39,correlated_with,0.8304
103.115.62.159,103.197.216.89,correlated_with,0.8201
103.115.62.241,103.35.232.81,correlated_with,0.97
103.115.62.241,103.194.31.48,correlated_with,0.8165
103.115.62.241,103.122.189.49,correlated_with,0.8156
103.115.62.241,103.72.141.41,correlated_with,0.8148
103.116.44.179,103.162.240.211,correlated_with,0.8641
103.116.44.179,103.124.193.153,correlated_with,0.844
103.116.44.179,103.148.197.111,correlated_with,0.8402
103.116.44.179,103.222.244.78,correlated_with,0.8391
103.116.44.179,103.62.140.134,correlated_with,0.8295
103.116.44.179,103.18.19.19,correlated_with,0.8261
103.116.46.42,103.246.210.60,correlated_with,0.976
103.116.46.42,103.13.45.162,correlated_with,0.9355
103.116.46.42,103.26.249.39,correlated_with,0.9099
103.116.46.42,103.199.170.246,correlated_with,0.8707
103.116.46.42,103.39.19.230,correlated_with,0.8549
103.116.46.42,103.32.86.120,correlated_with,0.8441
103.116.46.42,103.198.11.143,correlated_with,0.8405
103.116.46.42,103.65.188.20,correlated_with,0.8346
103.116.46.42,103.215.114.160,correlated_with,0.8294
103.116.46.42,103.124.74.161,correlated_with,0.8147
103.116.46.42,103.60.125.102,correlated_with,0.8143
103.116.62.147,103.120.212.186,correlated_with,0.9062
103.116.62.147,103.149.207.2,correlated_with,0.8632
103.116.62.147,103.151.11.248,correlated_with,0.8452
103.116.62.147,103.198.11.143,correlated_with,0.8449
103.116.62.147,103.192.230.52,correlated_with,0.8385
103.116.62.147,103.81.65.34,correlated_with,0.8315
103.116.62.147,103.235.125.21,correlated_with,0.8288
103.116.62.147,103.55.41.172,correlated_with,0.8209
103.116.62.147,103.248.223.31,correlated_with,0.8188
103.116.62.147,103.94.115.139,correlated_with,0.818
103.116.62.147,103.130.117.132,correlated_with,0.8155
103.117.2.143,103.65.188.20,correlated_with,0.9863
103.117.2.143,103.182.118.180,correlated_with,0.8591
103.117.2.143,103.247.23.181,correlated_with,0.8328
103.117.2.143,103.197.216.89,correlated_with,0.8324
103.117.2.143,103.83.110.156,correlated_with,0.8311
103.117.2.143,103.227.153.224,correlated_with,0.8294
103.117.2.143,103.144.148.160,correlated_with,0.8263
103.117.2.143,103.81.65.34,correlated_with,0.8191
103.117.51.192,103.152.210.212,correlated_with,0.9094
103.117.51.192,103.67.48.109,correlated_with,0.8565
103.117.51.192,103.153.46.248,correlated_with,0.8439
103.117.51.192,103.223.56.244,correlated_with,0.8401
103.117.51.192,103.228.246.88,correlated_with,0.8305
103.117.51.192,103.63.148.176,correlated_with,0.827
103.117.51.192,103.42.35.3,correlated_with,0.8231
103.117.79.80,103.85.62.166,correlated_with,0.9124
103.117.79.80,103.191.246.31,correlated_with,0.8938
103.117.79.80,103.16.250.117,correlated_with,0.8774
103.117.79.80,103.42.9.178,correlated_with,0.8517
103.117.79.80,103.50.137.154,correlated_with,0.829
103.117.79.80,103.127.185.50,correlated_with,0.8181
103.117.79.80,103.222.18.4,correlated_with,0.8158
103.118.142.210,103.87.187.201,correlated_with,0.9246
103.118.94.90,103.248.10.171,correlated_with,0.9127
103.118.94.90,103.88.77.130,correlated_with,0.8741
103.118.94.90,103.181.5.97,correlated_with,0.8521
103.119.101.46,103.246.12.14,correlated_with,0.8547
103.119.101.46,103.51.200.19,correlated_with,0.8493
103.119.101.46,103.42.9.178,correlated_with,0.8429
103.119.101.46,103.85.157.236,correlated_with,0.8297
103.119.101.46,103.135.168.5,correlated_with,0.8272
103.119.101.46,103.159.241.229,correlated_with,0.8223
103.119.87.208,103.188.140.35,correlated_with,0.8888
103.119.87.208,103.90.6.198,correlated_with,0.8814
103.119.87.208,103.123.239.91,correlated_with,0.8769
103.119.87.208,103.63.157.15,correlated_with,0.8709
103.119.87.208,103.234.100.228,correlated_with,0.8697
103.119.87.208,103.231.118.228,correlated_with,0.8604
103.119.87.208,103.38.172.106,correlated_with,0.8587
103.119.87.208,103.19.189.37,correlated_with,0.8535
103.119.87.208,103.217.1.194,correlated_with,0.8525
103.119.87.208,103.91.198.113,correlated_with,0.8487
103.119.87.208,103.121.184.252,correlated_with,0.8451
103.119.87.208,103.22.232.79,correlated_with,0.8342
103.119.87.208,103.32.128.225,correlated_with,0.8275
103.119.87.208,103.220.242.177,correlated_with,0.8233
103.12.173.3,103.241.194.163,correlated_with,0.934
103.12.173.3,103.78.106.238,correlated_with,0.8733
103.12.173.3,103.29.218.201,correlated_with,0.8684
103.12.173.3,103.144.54.179,correlated_with,0.8547
103.12.173.3,103.210.78.90,correlated_with,0.8412
103.12.173.3,103.214.124.232,correlated_with,0.8226
103.12.173.3,103.216.203.198,correlated_with,0.8205
103.12.173.3,103.190.118.220,correlated_with,0.819
103.12.173.3,103.126.212.225,correlated_with,0.8179
103.12.173.3,103.219.210.28,correlated_with,0.8171
103.12.18.100,103.157.215.155,correlated_with,0.8931
103.12.18.100,103.144.165.225,correlated_with,0.8745
103.12.18.100,103.88.86.126,correlated_with,0.8518
103.12.18.100,103.248.145.235,correlated_with,0.8253
103.12.18.100,103.68.200.29,correlated_with,0.8178
103.12.18.100,103.77.22.103,correlated_with,0.8173
103.120.212.186,103.146.248.214,correlated_with,0.8639
103.120.212.186,103.168.12.63,correlated_with,0.8551
103.120.212.186,103.237.150.64,correlated_with,0.8474
103.120.212.186,103.164.41.203,correlated_with,0.8359
103.120.212.186,103.235.84.117,correlated_with,0.8294
103.120.212.186,103.171.247.13,correlated_with,0.8246
103.120.233.250,103.32.220.155,correlated_with,0.9677
103.120.233.250,103.135.177.84,correlated_with,0.9047
103.120.233.250,103.190.202.10,correlated_with,0.8747
103.120.233.250,103.143.28.116,correlated_with,0.8551
103.120.233.250,103.37.147.187,correlated_with,0.8453
103.120.233.250,103.67.39.88,correlated_with,0.8371
103.120.233.250,103.227.82.67,correlated_with,0.8321
103.120.233.250,103.236.167.99,correlated_with,0.8293
103.120.233.250,103.226.111.157,correlated_with,0.8213
103.120.233.250,103.206.183.14,correlated_with,0.8147
103.120.83.176,103.47.170.39,correlated_with,0.847
103.120.83.176,103.177.171.134,correlated_with,0.8384
103.120.83.176,103.181.253.52,correlated_with,0.8274
103.120.83.176,103.206.183.14,correlated_with,0.8222
103.121.104.217,103.203.53.17,correlated_with,0.9285
103.121.104.217,103.18.7.159,correlated_with,0.857
103.121.104.217,103.232.52.97,correlated_with,0.8514
103.121.104.217,103.14.89.176,correlated_with,0.8305
103.121.184.252,103.60.125.102,correlated_with,0.9075
103.121.184.252,103.54.67.201,correlated_with,0.9001
103.121.184.252,103.239.101.169,correlated_with,0.8334
103.121.184.252,103.45.68.94,correlated_with,0.8219
103.122.18.126,103.162.168.7,correlated_with,0.9474
103.122.18.126,103.163.154.2,correlated_with,0.9361
103.122.18.126,103.81.65.34,correlated_with,0.8597
103.122.18.126,103.75.203.18,correlated_with,0.8538
103.122.18.126,103.128.198.36,correlated_with,0.8289
103.122.18.126,103.139.9.109,correlated_with,0.8184
103.122.18.126,103.173.148.92,correlated_with,0.8164
103.122.186.164,103.201.28.197,correlated_with,0.8216
103.122.189.49,103.16.74.125,correlated_with,0.9768
103.122.189.49,103.63.148.176,correlated_with,0.9106
103.122.189.49,103.127.241.174,correlated_with,0.8983
103.122.189.49,103.237.150.64,correlated_with,0.8466
103.122.189.49,103.35.232.81,correlated_with,0.8457
103.122.189.49,103.197.216.89,correlated_with,0.8311
103.122.189.49,103.188.140.35,correlated_with,0.8289
103.122.189.49,103.134.169.112,correlated_with,0.8155
103.122.222.158,103.207.83.66,correlated_with,0.851
103.122.222.158,103.229.252.193,correlated_with,0.8473
103.122.222.158,103.50.82.18,correlated_with,0.844
103.122.222.158,103.138.40.49,correlated_with,0.8388
103.122.222.158,103.69.153.60,correlated_with,0.8386
103.122.222.158,103.67.39.88,correlated_with,0.8351
103.122.222.158,103.144.12.66,correlated_with,0.8246
103.122.222.158,103.61.177.73,correlated_with,0.82
103.122.222.158,103.86.85.236,correlated_with,0.8182
103.122.222.158,103.35.203.217,correlated_with,0.8147
103.122.63.237,103.47.15.168,correlated_with,0.9521
103.122.63.237,103.232.112.4,correlated_with,0.881
103.122.63.237,103.171.122.149,correlated_with,0.8498
103.122.63.237,103.56.31.231,correlated_with,0.8453
103.122.63.237,103.204.110.216,correlated_with,0.841
103.122.63.237,103.49.215.127,correlated_with,0.838
103.122.63.237,103.194.31.48,correlated_with,0.828
103.122.63.237,103.72.121.162,correlated_with,0.8262
103.123.13.34,103.33.15.241,correlated_with,0.8882
103.123.13.34,103.130.188.197,correlated_with,0.8567
103.123.13.34,103.28.166.5,correlated_with,0.8478
103.123.13.34,103.54.67.201,correlated_with,0.8438
103.123.13.34,103.57.7.196,correlated_with,0.8224
103.123.13.34,103.235.84.117,correlated_with,0.8216
103.123.13.34,103.47.15.168,correlated_with,0.8199
103.123.130.7,103.167.145.128,correlated_with,0.9259
103.123.130.7,103.93.129.179,correlated_with,0.8904
103.123.130.7,103.58.83.89,correlated_with,0.8814
103.123.130.7,103.220.242.177,correlated_with,0.8556
103.123.130.7,103.230.117.229,correlated_with,0.8551
103.123.130.7,103.133.99.17,correlated_with,0.8549
103.123.130.7,103.180.110.227,correlated_with,0.852
103.123.130.7,103.66.229.238,correlated_with,0.8488
103.123.130.7,103.43.97.169,correlated_with,0.8438
103.123.130.7,103.154.206.248,correlated_with,0.8342
103.123.130.7,103.28.166.5,correlated_with,0.8268
103.123.239.91,103.63.157.15,correlated_with,0.9845
103.123.239.91,103.40.55.207,correlated_with,0.9303
103.123.239.91,103.28.80.157,correlated_with,0.8832
103.123.239.91,103.153.181.18,correlated_with,0.865
103.123.239.91,103.139.9.109,correlated_with,0.8488
103.123.46.79,103.241.81.141,correlated_with,0.9553
103.123.46.79,103.196.197.247,correlated_with,0.9419
103.123.46.79,103.185.165.182,correlated_with,0.9236
103.123.46.79,103.232.198.59,correlated_with,0.9174
103.123.46.79,103.248.12.176,correlated_with,0.8747
103.123.46.79,103.163.164.32,correlated_with,0.8699
103.123.46.79,103.207.126.123,correlated_with,0.8292
103.123.46.79,103.55.41.202,correlated_with,0.824
103.124.193.153,103.70.189.106,correlated_with,0.8283
103.124.193.153,103.19.153.47,correlated_with,0.8278
103.124.193.153,103.151.11.248,correlated_with,0.8172
103.124.193.153,103.218.106.238,correlated_with,0.8155
103.124.246.102,103.70.56.151,correlated_with,0.8876
103.124.246.102,103.142.138.102,correlated_with,0.8525
103.124.246.102,103.197.173.151,correlated_with,0.8449
103.124.246.102,103.161.101.161,correlated_with,0.8446
103.124.246.102,103.227.82.67,correlated_with,0.827
103.124.51.53,103.82.153.5,correlated_with,0.8761
103.124.51.53,103.207.50.134,correlated_with,0.8607
103.124.51.53,103.248.12.176,correlated_with,0.8589
103.124.51.53,103.168.238.38,correlated_with,0.833
103.124.51.53,103.154.206.248,correlated_with,0.8228
103.124.74.161,103.49.215.127,correlated_with,0.8438
103.124.74.161,103.39.167.123,correlated_with,0.8316
103.124.74.161,103.128.103.152,correlated_with,0.8273
103.124.74.161,103.232.198.59,correlated_with,0.8144
103.124.74.161,103.199.170.246,correlated_with,0.8143
103.124.95.207,103.72.226.141,correlated_with,0.8358
103.124.98.174,103.68.200.29,correlated_with,0.9283
103.124.98.174,103.85.120.170,correlated_with,0.8771
103.124.98.174,103.67.48.109,correlated_with,0.8592
103.124.98.174,103.32.124.186,correlated_with,0.854
103.124.98.174,103.178.254.75,correlated_with,0.8394
103.124.98.174,103.197.135.252,correlated_with,0.8387
103.125.137.75,103.24.236.198,correlated_with,0.882
103.125.137.75,103.172.139.205,correlated_with,0.879
103.125.137.75,103.168.238.38,correlated_with,0.8477
103.125.137.75,103.233.181.104,correlated_with,0.8419
103.125.7.46,103.47.187.8,correlated_with,0.872
103.125.7.46,103.99.57.186,correlated_with,0.8562
103.125.7.46,103.61.176.96,correlated_with,0.8561
103.125.7.46,103.153.46.248,correlated_with,0.8404
103.125.7.46,103.201.168.218,correlated_with,0.8275
103.125.7.46,103.152.210.212,correlated_with,0.8238
103.125.7.46,103.214.124.232,correlated_with,0.8216
103.125.7.46,103.94.205.235,correlated_with,0.8177
103.125.99.91,103.246.153.192,correlated_with,0.8753
103.125.99.91,103.63.148.176,correlated_with,0.843
103.125.99.91,103.143.77.145,correlated_with,0.8386
103.125.99.91,103.53.234.86,correlated_with,0.8318
103.125.99.91,103.62.140.134,correlated_with,0.8262
103.125.99.91,103.204.110.216,correlated_with,0.8173
103.126.152.230,103.231.138.230,correlated_with,0.8826
103.126.152.230,103.197.173.151,correlated_with,0.8728
103.126.152.230,103.207.83.66,correlated_with,0.8391
103.126.152.230,103.144.148.160,correlated_with,0.8279
103.126.152.230,103.36.176.115,correlated_with,0.8278
103.126.157.44,103.21.11.254,correlated_with,0.9647
103.126.157.44,103.146.200.3,correlated_with,0.867
103.126.157.44,103.241.171.198,correlated_with,0.8644
103.126.157.44,103.209.72.120,correlated_with,0.8627
103.126.157.44,103.202.67.141,correlated_with,0.8555
103.126.157.44,103.195.174.81,correlated_with,0.8547
103.126.157.44,103.47.15.168,correlated_with,0.8478
103.126.157.44,103.23.43.119,correlated_with,0.8403
103.126.157.44,103.79.52.86,correlated_with,0.8244
103.126.157.44,103.131.178.33,correlated_with,0.8154
103.126.192.149,103.133.160.187,correlated_with,0.9587
103.126.192.149,103.95.90.226,correlated_with,0.9344
103.126.192.149,103.187.221.71,correlated_with,0.8574
103.126.192.149,103.52.147.156,correlated_with,0.8203
103.126.192.149,103.44.29.219,correlated_with,0.8169
103.126.212.225,103.246.148.23,correlated_with,0.893
103.126.212.225,103.63.157.15,correlated_with,0.8882
103.126.212.225,103.83.71.137,correlated_with,0.8819
103.126.212.225,103.144.54.179,correlated_with,0.8548
103.126.212.225,103.96.174.177,correlated_with,0.8281
103.126.212.225,103.211.101.38,correlated_with,0.823
103.126.212.225,103.204.197.75,correlated_with,0.8219
103.126.212.225,103.69.66.208,correlated_with,0.8209
103.126.237.71,103.246.210.60,correlated_with,0.9038
103.126.237.71,103.72.141.41,correlated_with,0.8259
103.127.144.238,103.234.100.228,correlated_with,0.8451
103.127.144.238,103.19.118.100,correlated_with,0.8368
103.127.144.238,103.18.70.106,correlated_with,0.8333
103.127.144.238,103.248.145.235,correlated_with,0.8182
103.127.185.50,103.219.210.28,correlated_with,0.8842
103.127.185.50,103.227.54.205,correlated_with,0.8486
103.127.185.50,103.45.10.50,correlated_with,0.8406
103.127.185.50,103.158.80.157,correlated_with,0.8329
103.127.185.50,103.47.170.39,correlated_with,0.8216
103.127.185.50,103.57.7.196,correlated_with,0.8167
103.127.241.174,103.137.219.128,correlated_with,0.8808
103.127.241.174,103.213.164.244,correlated_with,0.8789
103.127.241.174,103.195.174.81,correlated_with,0.8608
103.127.241.174,103.213.55.196,correlated_with,0.852
103.127.241.174,103.79.37.242,correlated_with,0.8337
103.127.241.174,103.33.15.241,correlated_with,0.822
103.127.241.174,103.187.221.71,correlated_with,0.8183
103.127.241.174,103.147.240.254,correlated_with,0.8183
103.127.241.174,103.168.93.221,correlated_with,0.8163
103.127.92.40,103.130.35.32,correlated_with,0.8795
103.127.92.40,103.89.233.155,correlated_with,0.8553
103.127.92.40,103.247.23.181,correlated_with,0.8451
103.127.92.40,103.43.53.168,correlated_with,0.8326
103.127.92.40,103.187.221.71,correlated_with,0.8293
103.127.92.40,103.238.87.139,correlated_with,0.8265
103.127.92.40,103.135.168.5,correlated_with,0.825
103.127.92.40,103.171.157.97,correlated_with,0.8233
103.127.92.40,103.133.160.187,correlated_with,0.8232
103.128.103.152,103.243.147.230,correlated_with,0.9587
103.128.103.152,103.99.10.38,correlated_with,0.9271
103.128.103.152,103.149.178.61,correlated_with,0.8834
103.128.103.152,103.153.181.18,correlated_with,0.8553
103.128.103.152,103.82.107.178,correlated_with,0.8221
103.128.198.36,103.141.182.241,correlated_with,0.9165
103.128.198.36,103.61.203.179,correlated_with,0.8856
103.128.198.36,103.26.203.139,correlated_with,0.8575
103.128.198.36,103.95.210.51,correlated_with,0.8328
103.128.198.36,103.189.167.34,correlated_with,0.8285
103.128.198.36,103.172.200.162,correlated_with,0.8249
103.128.198.36,103.73.110.104,correlated_with,0.8185
103.128.43.109,103.129.118.108,correlated_with,0.8645
103.128.43.109,103.95.158.207,correlated_with,0.8645
103.128.43.109,103.58.28.34,correlated_with,0.8607
103.128.43.109,103.143.187.162,correlated_with,0.8425
103.128.43.109,103.209.123.35,correlated_with,0.8362
103.128.43.109,103.236.167.99,correlated_with,0.8284
103.128.72.4,103.197.173.151,correlated_with,0.9621
103.128.72.4,103.228.9.171,correlated_with,0.8974
103.128.72.4,103.237.12.27,correlated_with,0.8415
103.128.72.4,103.231.138.230,correlated_with,0.815
103.128.72.4,103.33.209.206,correlated_with,0.8149
103.128.72.4,103.238.87.139,correlated_with,0.8149
103.129.118.108,103.211.179.155,correlated_with,0.8623
103.129.118.108,103.158.80.157,correlated_with,0.8148
103.129.146.34,103.22.141.103,correlated_with,0.9231
103.129.146.34,103.31.248.38,correlated_with,0.8449
103.129.146.34,103.249.211.229,correlated_with,0.8305
103.129.168.242,103.32.13.28,correlated_with,0.9101
103.129.168.242,103.217.116.248,correlated_with,0.8738
103.129.168.242,103.83.224.172,correlated_with,0.8169
103.13.45.162,103.218.68.46,correlated_with,0.8868
103.13.45.162,103.230.161.19,correlated_with,0.8744
103.13.45.162,103.165.146.157,correlated_with,0.8319
103.13.45.162,103.243.174.78,correlated_with,0.83
103.13.45.162,103.247.23.181,correlated_with,0.8256
103.13.45.162,103.96.174.177,correlated_with,0.8234
103.13.45.162,103.154.224.169,correlated_with,0.8222
103.13.45.162,103.161.243.39,correlated_with,0.8161
103.13.45.162,103.96.237.173,correlated_with,0.8159
103.130.117.132,103.230.161.19,correlated_with,0.8763
103.130.117.132,103.96.174.177,correlated_with,0.8255
103.130.150.125,103.245.242.240,correlated_with,0.9633
103.130.150.125,103.188.34.196,correlated_with,0.8721
103.130.150.125,103.246.153.192,correlated_with,0.8438
103.130.150.125,103.178.122.117,correlated_with,0.8433
103.130.150.125,103.17.125.132,correlated_with,0.8329
103.130.150.125,103.228.22.29,correlated_with,0.8256
103.130.150.125,103.220.242.177,correlated_with,0.8252
103.130.150.125,103.73.110.104,correlated_with,0.8192
103.130.150.125,103.153.46.248,correlated_with,0.8156
103.130.183.167,103.196.200.208,correlated_with,0.8899
103.130.183.167,103.245.242.240,correlated_with,0.8615
103.130.183.167,103.19.189.37,correlated_with,0.8614
103.130.183.167,103.228.22.29,correlated_with,0.8309
103.130.188.197,103.30.37.187,correlated_with,0.8866
103.130.188.197,103.213.42.184,correlated_with,0.8549
103.130.188.197,103.93.129.179,correlated_with,0.8209
103.130.233.236,103.166.139.148,correlated_with,0.9393
103.130.233.236,103.229.66.4,correlated_with,0.9103
103.130.233.236,103.156.187.65,correlated_with,0.8658
103.130.233.236,103.232.198.59,correlated_with,0.8655
103.130.233.236,103.46.221.230,correlated_with,0.8493
103.130.233.236,103.204.197.75,correlated_with,0.8484
103.130.233.236,103.94.205.235,correlated_with,0.834
103.130.233.236,103.168.70.14,correlated_with,0.8217
103.130.233.236,103.134.169.112,correlated_with,0.8204
103.130.233.236,103.217.189.160,correlated_with,0.8202
103.130.35.32,103.91.198.113,correlated_with,0.9304
103.130.35.32,103.228.246.88,correlated_with,0.8537
103.130.35.32,103.33.56.210,correlated_with,0.8419
103.130.35.32,103.17.214.45,correlated_with,0.8377
103.130.35.32,103.201.28.197,correlated_with,0.8273
103.130.35.32,103.204.110.216,correlated_with,0.8247
103.131.147.191,103.210.251.112,correlated_with,0.8274
103.131.147.191,103.223.56.244,correlated_with,0.8181
103.131.147.191,103.142.35.228,correlated_with,0.8161
103.131.178.33,103.210.10.200,correlated_with,0.8485
103.131.178.33,103.79.52.86,correlated_with,0.8461
103.131.178.33,103.138.40.49,correlated_with,0.8377
103.131.178.33,103.131.192.243,correlated_with,0.8309
103.131.178.33,103.32.13.28,correlated_with,0.8256
103.131.178.33,103.228.246.88,correlated_with,0.8193
103.131.192.243,103.25.67.245,correlated_with,0.9043
103.131.192.243,103.78.106.238,correlated_with,0.8865
103.131.192.243,103.39.181.116,correlated_with,0.8675
103.131.192.243,103.35.203.217,correlated_with,0.8623
103.131.192.243,103.33.5.123,correlated_with,0.8499
103.131.192.243,103.153.46.248,correlated_with,0.8444
103.131.192.243,103.45.42.50,correlated_with,0.8366
103.131.192.243,103.136.62.22,correlated_with,0.8261
103.131.192.243,103.166.158.69,correlated_with,0.8191
103.131.192.243,103.235.86.189,correlated_with,0.8186
103.131.29.90,103.183.103.84,correlated_with,0.9176
103.131.29.90,103.206.120.121,correlated_with,0.8598
103.131.29.90,103.95.88.102,correlated_with,0.8497
103.131.29.90,103.144.233.35,correlated_with,0.8295
103.132.119.217,103.65.135.78,correlated_with,0.9703
103.132.119.217,103.158.224.246,correlated_with,0.9188
103.132.119.217,103.150.83.197,correlated_with,0.8655
103.132.119.217,103.202.67.141,correlated_with,0.8455
103.132.119.217,103.19.189.37,correlated_with,0.831
103.132.119.217,103.166.232.44,correlated_with,0.827
103.132.119.217,103.180.110.227,correlated_with,0.8207
103.132.119.217,103.198.11.143,correlated_with,0.8207
103.132.119.217,103.83.110.156,correlated_with,0.8176
103.132.119.217,103.77.22.103,correlated_with,0.8175
103.132.235.122,103.140.251.182,correlated_with,0.8759
103.132.235.122,103.217.116.248,correlated_with,0.8444
103.132.235.122,103.80.37.194,correlated_with,0.8226
103.132.235.122,103.86.146.204,correlated_with,0.8223
103.132.235.122,103.45.42.50,correlated_with,0.8209
103.132.235.122,103.177.164.1,correlated_with,0.8161
103.133.160.187,103.202.79.181,correlated_with,0.9449
103.133.160.187,103.55.41.172,correlated_with,0.9383
103.133.160.187,103.39.19.230,correlated_with,0.862
103.133.160.187,103.232.112.4,correlated_with,0.8343
103.133.160.187,103.179.70.170,correlated_with,0.8265
103.133.160.187,103.157.140.36,correlated_with,0.818
103.133.247.177,103.166.241.191,correlated_with,0.8685
103.133.247.177,103.143.28.116,correlated_with,0.8413
103.133.247.177,103.164.238.3,correlated_with,0.8352
103.133.247.177,103.191.246.31,correlated_with,0.8323
103.133.247.177,103.241.37.119,correlated_with,0.8226
103.133.247.177,103.196.110.189,correlated_with,0.8201
103.133.32.146,103.30.37.187,correlated_with,0.9787
103.133.32.146,103.87.61.251,correlated_with,0.8623
103.133.32.146,103.38.172.106,correlated_with,0.8292
103.133.32.146,103.16.250.117,correlated_with,0.8176
103.133.45.125,103.205.231.166,correlated_with,0.8562
103.133.45.125,103.154.224.169,correlated_with,0.8542
103.133.45.125,103.75.203.18,correlated_with,0.8496
103.133.45.125,103.235.125.21,correlated_with,0.8374
103.133.45.125,103.220.204.25,correlated_with,0.8163
103.133.45.125,103.213.54.202,correlated_with,0.8161
103.133.99.17,103.69.98.175,correlated_with,0.9262
103.133.99.17,103.190.100.122,correlated_with,0.9098
103.133.99.17,103.193.128.157,correlated_with,0.881
103.133.99.17,103.189.85.232,correlated_with,0.8709
103.133.99.17,103.96.252.97,correlated_with,0.8381
103.133.99.17,103.192.222.134,correlated_with,0.8368
103.133.99.17,103.63.112.65,correlated_with,0.8365
103.133.99.17,103.87.2.77,correlated_with,0.817
103.134.169.112,103.229.81.182,correlated_with,0.896
103.134.169.112,103.92.52.50,correlated_with,0.8709
103.134.169.112,103.17.125.132,correlated_with,0.8326
103.134.169.112,103.199.170.246,correlated_with,0.8222
103.134.169.112,103.228.246.88,correlated_with,0.8217
103.134.169.112,103.52.54.148,correlated_with,0.8181
103.134.169.112,103.139.87.169,correlated_with,0.8154
103.134.222.153,103.168.93.221,correlated_with,0.8767
103.134.222.153,103.230.39.42,correlated_with,0.8667
103.134.222.153,103.55.41.172,correlated_with,0.859
103.134.222.153,103.92.52.50,correlated_with,0.8534
103.134.222.153,103.247.191.66,correlated_with,0.8518
